,data_type,K,model,nmi,ari,coserr_E,coserrA_E,Uerr
0,GMM,5,GMM,0.18304355140745399,0.14511143055031245,0.4811828818253166,1.3827734025070673,0.060399999999999995
0,GMM,5,GME,0.19075693816882905,0.15479921951694617,0.562271693889386,1.6249052568695634,0.0646
0,GMM,5,VMF,0.18789509015354233,0.15129976485457813,0.48016814266229,1.3784591279766532,0.0631
0,GMM,5,true,0.18178516665651454,0.14410549603817085,0.48104803246040195,1.3824735716330878,0.06
0,GMM,5,GMM,0.1581300451734477,0.13112878069187164,0.4562362609071209,1.342673098507987,0.054900000000000004
0,GMM,5,GME,0.16101522754060302,0.13425792502633888,0.5331863803378497,1.5792502023288755,0.056299999999999996
0,GMM,5,VMF,0.16107703378514662,0.1340917384237908,0.4553831349842882,1.3391148297412019,0.05619999999999999
0,GMM,5,true,0.15961029370969265,0.13242568905530008,0.4559572274364833,1.341828274898777,0.055499999999999994
0,GMM,5,GMM,0.21416309805953757,0.1839370776344627,0.49584952935876814,1.3980056279511277,0.0794
0,GMM,5,GME,0.2397220598803133,0.20943290052381514,0.5726011317342936,1.6198741235891945,0.0913
0,GMM,5,VMF,0.23325857288793106,0.20166565198434167,0.4965074509899951,1.397018442727952,0.08760000000000001
0,GMM,5,true,0.21289221033646055,0.18213945166483952,0.49584875419113084,1.3982858535088059,0.0784
0,GMM,5,GMM,0.1678679981396807,0.1362779218908019,0.48891921814451333,1.3815627234799688,0.05669999999999999
0,GMM,5,GME,0.17255416627610667,0.14255215901454749,0.5874952801210902,1.6736544842293124,0.0595
0,GMM,5,VMF,0.16858045433145116,0.1384347258161917,0.48763578531581475,1.3774078953206954,0.057699999999999994
0,GMM,5,true,0.16550520682352135,0.13381050014838344,0.48827578293337226,1.3796298847082362,0.055600000000000004
0,GMM,5,GMM,0.13735800460756994,0.10332412086693295,0.4662745497030426,1.3476548246596707,0.042699999999999995
0,GMM,5,GME,0.1468682241745669,0.1150714679013253,0.5551345427890102,1.6169619566844617,0.0479
0,GMM,5,VMF,0.14341362052413656,0.11120382635962453,0.4660308073813101,1.3452092840411605,0.0462
0,GMM,5,true,0.1368726616533545,0.1033010461562796,0.4661468345465414,1.3474886080952106,0.042699999999999995
0,GMM,5,GMM,0.149518807123818,0.12020981033765873,0.46814500424067457,1.351529051058585,0.0497
0,GMM,5,GME,0.1692430316136349,0.14318791865150704,0.5470597633245037,1.5866599667703827,0.0602
0,GMM,5,VMF,0.16430060985738476,0.1371486017517272,0.4686948692651887,1.3503103863712416,0.057499999999999996
0,GMM,5,true,0.1489238090504517,0.11945955796133974,0.4677744714012328,1.3504797855531507,0.0494
0,GMM,5,GMM,0.12980601901175787,0.10179207166216897,0.45697415819397696,1.3268069875253663,0.04190000000000001
0,GMM,5,GME,0.14006554498743368,0.11217358714119503,0.5426741121585371,1.5837061617161652,0.0462
0,GMM,5,VMF,0.1392532172010868,0.11107553647696063,0.4566532083002596,1.3245492721631016,0.045799999999999993
0,GMM,5,true,0.13194076198772933,0.10349331572615605,0.4567896219630348,1.3263312385958224,0.04259999999999999
0,GMM,5,GMM,0.1819967162271298,0.1539728759149371,0.4820708338734244,1.3719860624792004,0.0651
0,GMM,5,GME,0.20858501141624658,0.1826442539674762,0.5659700729500816,1.6162390679126315,0.0781
0,GMM,5,VMF,0.20012990448661325,0.17436252410373604,0.48303403394417854,1.3717485283262199,0.0744
0,GMM,5,true,0.18051464275683843,0.15214900005814824,0.48167040868352656,1.3709513790350212,0.0643
0,GMM,5,GMM,0.16407844872700017,0.13924908815330683,0.4549633810098695,1.340609491880541,0.058899999999999994
0,GMM,5,GME,0.171943723597253,0.1479812579969304,0.5296498633651561,1.570520569846836,0.0627
0,GMM,5,VMF,0.16956883877756232,0.14572654276573316,0.4543650467330658,1.3378255947645512,0.0617
0,GMM,5,true,0.1655167936935776,0.14021111490218904,0.45489119493096775,1.3406694185884784,0.0593
0,GMM,5,GMM,0.18011120706648306,0.14332960542036505,0.47302432998899613,1.3665534613633716,0.059699999999999996
0,GMM,5,GME,0.1881173093582792,0.15430170683366204,0.5484220464322462,1.5905543005464091,0.0644
0,GMM,5,VMF,0.1841278462979774,0.1497695939878016,0.47291011069948274,1.3640211047122606,0.0625
0,GMM,5,true,0.17800613061109094,0.14119798435585318,0.47268537083470646,1.3655847598559776,0.0588
0,GMM,5,GMM,0.15555685155590201,0.12455372498953947,0.4542474875607464,1.345546474000643,0.0519
0,GMM,5,GME,0.1834428252731676,0.15837250311431514,0.5215449899174596,1.547348438447743,0.0675
0,GMM,5,VMF,0.1777559703410742,0.15146983423322855,0.45554536793639794,1.3456343509851745,0.06420000000000001
0,GMM,5,true,0.15398900311658895,0.12293579730116728,0.45393072065039375,1.3444662558391294,0.0512
