,data_type,K,model,coserr_E,coserrA_E,Uerr
0,GME,4,wVMF,0.40352841182612054,1.3178369138409058,0.1376
0,GME,4,true,0.42419626661767734,1.3704400382635264,0.13799999999999998
0,GME,4,GMM,0.5550875119487656,2.761354287956897,0.5641999999999999
0,GME,4,GME,0.4250456392036309,1.3596362745197903,0.14630000000000004
0,GME,4,VMF,0.40748491871300657,1.3181113661712023,0.1451
0,GME,4,wVMF,0.407752952027807,1.318766654283408,0.1451
0,GME,4,true,0.42491621186816014,1.3588440259644172,0.1455
0,GME,4,GMM,0.5854517093714341,2.7075441304538552,0.5596
0,GME,4,GME,0.4400800107243539,1.3933290744415372,0.15000000000000002
0,GME,4,VMF,0.4174774176717384,1.3352234059864203,0.15000000000000002
0,GME,4,wVMF,0.48303845491495867,2.274487715663885,0.4351
0,GME,4,true,0.43992977231130637,1.392495793424581,0.1503
0,GME,4,GMM,0.5681696410259647,2.6584612918040267,0.5605
0,GME,4,GME,0.4285077549746853,1.368451201387441,0.1426
0,GME,4,VMF,0.4072230529217672,1.3144834753157366,0.14290000000000003
0,GME,4,wVMF,0.40742030673278773,1.3150600654065245,0.14290000000000003
0,GME,4,true,0.4282909687871893,1.3675222067945405,0.14279999999999998
0,GME,4,GMM,0.5477114463649622,2.0805196180964023,0.48819999999999997
0,GME,4,GME,0.42603194791974797,1.3686842844414315,0.1516
0,GME,4,VMF,0.4078110905463241,1.3237812160195694,0.1508
0,GME,4,wVMF,0.4080590625754613,1.324513620247539,0.1509
0,GME,4,true,0.4258669461673894,1.3680436646238527,0.15150000000000002
0,GME,4,GMM,0.5323963581360951,2.4272877411457103,0.5639
0,GME,4,GME,0.42051590694462915,1.3597013417236503,0.1446
0,GME,4,VMF,0.40304314736294583,1.3167124497392433,0.14600000000000002
0,GME,4,wVMF,0.4033095591043841,1.31748530451902,0.1459
0,GME,4,true,0.42042453672321106,1.3590875049914821,0.1452
0,GME,4,GMM,0.5843716983566803,2.7834710761619745,0.5695
0,GME,4,GME,0.43261738513722614,1.3820108971221452,0.1409
0,GME,4,VMF,0.4097544500434294,1.32357715350926,0.1419
0,GME,4,wVMF,0.40992630093243454,1.324070847783269,0.14179999999999998
0,GME,4,true,0.43232543759521763,1.3808916426965248,0.1406
0,GME,4,GMM,0.5206914936267131,2.3158996354634747,0.5831999999999999
0,GME,4,GME,0.4149874940850175,1.356029028415864,0.1547
0,GME,4,VMF,0.39934722875513573,1.322477033263538,0.155
0,GME,4,wVMF,0.3996354375515566,1.3232398127675808,0.1549
0,GME,4,true,0.4149622567013559,1.3556416221615137,0.1545
0,GME,4,GMM,0.5582218528113075,2.020001785150477,0.4699
0,GME,4,GME,0.43108174998036997,1.3791806531573674,0.1449
0,GME,4,VMF,0.48003685798190004,2.3171681430407434,0.43100000000000005
0,GME,4,wVMF,0.41037767940832126,1.326853308531439,0.1449
0,GME,4,true,0.4308515745010089,1.378162757330277,0.14450000000000002
0,GME,4,GMM,0.5473575734498859,1.9844376808023063,0.4793
0,GME,4,GME,0.42605926090944024,1.3606653912216609,0.1365
0,GME,4,VMF,0.4070096262439266,1.3151497739854032,0.1361
0,GME,4,wVMF,0.407259691235041,1.3157690070205064,0.1361
0,GME,4,true,0.426003426650725,1.3601729127999835,0.1364
0,GME,4,GMM,0.5893303648616572,2.7678849418559173,0.5476
0,GME,4,GME,0.4278304551349958,1.3790802281557177,0.1333
0,GME,4,VMF,0.40387136053486666,1.318003658793704,0.13399999999999998
0,GME,4,wVMF,0.4040352531959822,1.3184698548594913,0.13410000000000002
0,GME,4,true,0.42757744262245,1.3779656038232786,0.1335
0,GME,4,GMM,0.5620051381505882,2.368638401281145,0.5683
0,GME,4,GME,0.4321804438325693,1.372295854181003,0.1476
0,GME,4,VMF,0.4112345224160621,1.3200294570266577,0.1483
0,GME,4,wVMF,0.45361373364150726,1.9400533442236523,0.4304
0,GME,4,true,0.431841523513968,1.3710800903818627,0.1474
0,GME,4,GMM,0.5685550510847049,2.1321562769283275,0.4729
0,GME,4,GME,0.4310649587068961,1.3752464336067882,0.1483
0,GME,4,VMF,0.41095406115223004,1.323538987687216,0.1476
0,GME,4,wVMF,0.41108836722500486,1.3237577379519339,0.1477
0,GME,4,true,0.43093971325393055,1.3745591462090083,0.1482
0,GME,4,GMM,0.5553267338391235,2.089822661846525,0.48410000000000003
0,GME,4,GME,0.42770530470632656,1.3752510367736233,0.14700000000000002
