,data_type,K,model,coserr_E,coserrA_E,Uerr
0,GME,4,VMF,0.4090543488220476,1.328762153896308,0.1467
0,GME,4,wVMF,0.40922102792867887,1.3292407343375987,0.14679999999999999
0,GME,4,true,0.427491547762236,1.374352559176041,0.14700000000000002
0,GME,4,GMM,0.551339564861739,2.1242148217336743,0.4814
0,GME,4,GME,0.4184758195277813,1.3539242856864475,0.13979999999999998
0,GME,4,VMF,0.39896148311540686,1.306418697680404,0.1397
0,GME,4,wVMF,0.3992127651938303,1.3070490086985067,0.13970000000000002
0,GME,4,true,0.41829016544625,1.353074857965955,0.1399
0,GME,4,GMM,0.5675104993710999,2.8658022001444023,0.5844999999999999
0,GME,4,GME,0.4213621781019269,1.3590695899486291,0.1419
0,GME,4,VMF,0.4022191978434293,1.3112949196709434,0.14140000000000003
0,GME,4,wVMF,0.4023429610232701,1.3116583996564466,0.14140000000000003
0,GME,4,true,0.4214572429557267,1.359064610655041,0.14120000000000002
0,GME,4,GMM,0.5697757343267636,2.0710173519990773,0.4511
0,GME,4,GME,0.43228078304217804,1.3809946290161657,0.14280000000000004
0,GME,4,VMF,0.4107280511955057,1.3262658978034476,0.14250000000000002
0,GME,4,wVMF,0.41085854468244165,1.326670875528841,0.14250000000000002
0,GME,4,true,0.43199965514948885,1.3797706089172719,0.1426
0,GME,4,GMM,0.5550837113490067,2.506187382492513,0.5775
0,GME,4,GME,0.4308961567282014,1.3765929461048103,0.14679999999999999
0,GME,4,VMF,0.4110425833176715,1.3272939103663088,0.147
0,GME,4,wVMF,0.4111746034678495,1.3275623858899674,0.1471
0,GME,4,true,0.43075169973272975,1.375955676957853,0.1466
0,GME,4,GMM,0.5511391804905938,2.007144230725431,0.45899999999999996
0,GME,4,GME,0.42472895943981454,1.3649778057716255,0.1356
0,GME,4,VMF,0.4039766893789499,1.31303701380383,0.13570000000000002
0,GME,4,wVMF,0.404141939375305,1.3134422286347973,0.13570000000000002
0,GME,4,true,0.42441952981446196,1.3638245040045185,0.1356
0,GME,4,GMM,0.5512591870516863,2.0852279046994466,0.4835
0,GME,4,GME,0.42314288506418773,1.3769854107448318,0.13770000000000002
0,GME,4,VMF,0.40200170031669485,1.3222970952593311,0.13820000000000002
0,GME,4,wVMF,0.40214780573483927,1.3226412840225195,0.13810000000000003
0,GME,4,true,0.4226527531987709,1.3752108802480678,0.13770000000000002
0,GME,4,GMM,0.5213505460181149,2.498919458269885,0.5715
0,GME,4,GME,0.4205047218748243,1.3561486875822673,0.15949999999999998
0,GME,4,VMF,0.40594324915691793,1.3223291681190972,0.16029999999999997
0,GME,4,wVMF,0.4061350475172075,1.3228186333417458,0.16029999999999997
0,GME,4,true,0.4203251400914013,1.3552943700165139,0.1597
0,GME,4,GMM,0.5439045488310666,2.5710860292080993,0.5802999999999999
0,GME,4,GME,0.5046272607527166,2.3278300620657957,0.442
0,GME,4,VMF,0.40711290632743735,1.3181168212492027,0.1512
0,GME,4,wVMF,0.4073793084868006,1.3188649228304312,0.151
0,GME,4,true,0.4242408568750382,1.3606689005444847,0.1505
0,GME,4,GMM,0.5726792500761544,2.7163907010511066,0.5770000000000001
0,GME,4,GME,0.42571916111798824,1.3673064388099372,0.14340000000000003
0,GME,4,VMF,0.4721584166898064,2.293504125190961,0.4171
0,GME,4,wVMF,0.40548101287042504,1.3175652680106569,0.14290000000000003
0,GME,4,true,0.4256383897992471,1.3666245120406164,0.14300000000000002
0,GME,4,GMM,0.5510487399772808,2.745025030029762,0.5694
0,GME,4,GME,0.4210356511318688,1.3641429504601308,0.13880000000000003
0,GME,4,VMF,0.40249455774050846,1.3201110447095832,0.1388
0,GME,4,wVMF,0.4025516938465662,1.3201556016767637,0.1389
0,GME,4,true,0.42088379619362115,1.3633580788012427,0.13820000000000002
0,GME,4,GMM,0.5666086071743427,2.577199874285019,0.5658
0,GME,4,GME,0.42918427409816307,1.3810384159561648,0.1449
0,GME,4,VMF,0.4072122437618032,1.325138704023551,0.1451
0,GME,4,wVMF,0.4074232795550832,1.325719744540811,0.1451
0,GME,4,true,0.4287918161972164,1.3796065901737482,0.14539999999999997
0,GME,4,GMM,0.5477507844323198,2.0379166100140393,0.48129999999999995
0,GME,4,GME,0.4292616165757866,1.3760451259423072,0.14750000000000002
0,GME,4,VMF,0.4106358056191679,1.3298129284937938,0.14850000000000002
0,GME,4,wVMF,0.4107879757536638,1.3302551416667603,0.1484
0,GME,4,true,0.42904604838723764,1.3751970715038424,0.14750000000000002
0,GME,4,GMM,0.5973485928460885,2.1514458647645642,0.46769999999999995
0,GME,4,GME,0.4342763310443415,1.3941736914477263,0.1311
0,GME,4,VMF,0.4090332952523978,1.329447896042391,0.1307
0,GME,4,wVMF,0.40923544634094206,1.3299082080615086,0.1307
0,GME,4,true,0.4341745103960946,1.393554498523405,0.13130000000000003
0,GME,4,GMM,0.5484398957318618,2.245405201513021,0.5644
0,GME,4,GME,0.4295082036719672,1.3800811088003953,0.15089999999999998
0,GME,4,VMF,0.4088716093451062,1.330142223664989,0.1509
0,GME,4,wVMF,0.4419643440726846,1.824005615981792,0.42860000000000004
0,GME,4,true,0.42919396634679235,1.3788118263399045,0.1513
0,GME,4,GMM,0.5496027039488242,1.9635125248191083,0.472
0,GME,4,GME,0.43176881091411123,1.379645135336818,0.13800000000000004
0,GME,4,VMF,0.4100134412554787,1.3249892605372602,0.1375
0,GME,4,wVMF,0.4101645517547853,1.3253429753716588,0.1376
0,GME,4,true,0.4314469134903332,1.3783384855846323,0.1377
0,GME,4,GMM,0.5356573377382029,2.378441046359826,0.5671999999999999
0,GME,4,GME,0.4241124701052713,1.3635691648708892,0.1496
0,GME,4,VMF,0.40582171622709595,1.3186944474408067,0.15
0,GME,4,wVMF,0.40612322656065347,1.31951561682948,0.1499
0,GME,4,true,0.42400880607902786,1.362929955626913,0.15020000000000003
0,GME,4,GMM,0.5585609193908591,2.7235688816831582,0.5536
0,GME,4,GME,0.42179312382341144,1.364368617332507,0.15009999999999998
0,GME,4,VMF,0.4034429537223465,1.3201263826095282,0.1501
0,GME,4,wVMF,0.4035169574427531,1.3203460873102286,0.15020000000000003
0,GME,4,true,0.4216080565331685,1.3634741244465918,0.1505
0,GME,4,GMM,0.5609110801437543,2.537648973749262,0.5577
0,GME,4,GME,0.42873500743029813,1.3733225966803997,0.13840000000000002
0,GME,4,VMF,0.40669408265227885,1.3180727412676199,0.13840000000000002
0,GME,4,wVMF,0.40688221246398204,1.3186157857631209,0.1383
0,GME,4,true,0.42851416558789845,1.3724766882952362,0.13830000000000003
0,GME,4,GMM,0.6115728034912297,3.145618631958892,0.5559000000000001
0,GME,4,GME,0.4259721579855572,1.3771466255299953,0.1325
0,GME,4,VMF,0.4990554903386287,2.686108101182863,0.44010000000000005
0,GME,4,wVMF,0.40190738653813957,1.3159313701835083,0.13290000000000002
0,GME,4,true,0.42554801404528825,1.3754930526026898,0.13269999999999998
0,GME,4,GMM,0.5256652510941315,2.307690958975018,0.5856
0,GME,4,GME,0.42179707037261754,1.365336663716895,0.1568
0,GME,4,VMF,0.4054949328641915,1.3283652994766655,0.1558
0,GME,4,wVMF,0.4056113566810028,1.3284508005023832,0.15589999999999998
0,GME,4,true,0.421509084965175,1.3641301019283598,0.1571
0,GME,4,GMM,0.5472516155764485,2.026167863119743,0.48179999999999995
0,GME,4,GME,0.42833361273532067,1.3749439467414644,0.15180000000000002
0,GME,4,VMF,0.4090572842463679,1.3267832143999503,0.15130000000000002
0,GME,4,wVMF,0.40921617471655997,1.3273454276460737,0.1516
0,GME,4,true,0.42826019437984864,1.374355548032958,0.15209999999999999
0,VMF,4,GMM,0.514271050178382,0.04898184934599945,0.6626000000000001
0,VMF,4,GME,0.6598151583224434,0.031300784616390236,0.0
0,VMF,4,VMF,0.17398716009103646,0.031179636572109336,0.0
0,VMF,4,wVMF,0.387224036347647,0.03549338071873008,0.0
0,VMF,4,true,0.1738917065574478,0.03116080360631827,0.0
0,VMF,4,GMM,0.5974858564536053,0.04907497606976309,0.6577
0,VMF,4,GME,0.7325976850935403,0.03169829578505663,0.0
0,VMF,4,VMF,0.1737215399392881,0.03159976213511688,0.0
0,VMF,4,wVMF,0.36010687563645016,0.03349425966782611,0.0001
0,VMF,4,true,0.1736608068187187,0.031593128630411464,0.0
0,VMF,4,GMM,0.551390979161976,0.04771969627219476,0.6585
0,VMF,4,GME,0.6960602196491895,0.030588818548880403,0.0001
0,VMF,4,VMF,0.1735555774960733,0.030446023353408076,0.0001
0,VMF,4,wVMF,0.378691173487003,0.033440096605733785,0.0001
0,VMF,4,true,0.17348832720770016,0.03043506311691352,0.0001
0,VMF,4,GMM,0.48502029409672787,0.061700062594297146,0.5004000000000001
0,VMF,4,GME,0.6092237508482133,0.03201500346619093,0.0001
0,VMF,4,VMF,0.17352234647890968,0.03188736589967959,0.0001
0,VMF,4,wVMF,0.3847050467390984,0.04020406511327952,0.0
0,VMF,4,true,0.17343528337338907,0.03187261463586856,0.0001
0,VMF,4,GMM,0.527782624933433,0.0485798683846424,0.6536000000000001
0,VMF,4,GME,0.672312573804906,0.032177261374916596,0.0
0,VMF,4,VMF,0.1742909376669906,0.032028073522017135,0.0
0,VMF,4,wVMF,0.39290826085978703,0.03647118800234513,0.0
0,VMF,4,true,0.17419330224180354,0.032003671195621114,0.0
0,VMF,4,GMM,0.5914609541975837,0.054179540037739914,0.658
0,VMF,4,GME,0.724910979817815,0.03131927097114681,0.0
0,VMF,4,VMF,0.17426958444420984,0.031190630919905482,0.0
0,VMF,4,wVMF,0.3706510567468788,0.03308720440052378,0.0
0,VMF,4,true,0.1741740172462501,0.031178597705014112,0.0
0,VMF,4,GMM,0.5495733357782394,0.07059170467153039,0.5013
0,VMF,4,GME,0.6731346661782949,0.031580040591394534,0.0001
0,VMF,4,VMF,0.17329176267094878,0.03144879979186079,0.0001
0,VMF,4,wVMF,0.3922851109973037,0.03549699731404336,0.0001
0,VMF,4,true,0.17325648616358919,0.03144106911886718,0.0001
0,VMF,4,GMM,0.5120664643566994,0.0575744347353616,0.4984
0,VMF,4,GME,0.6466114005916361,0.030785230095694494,0.0001
0,VMF,4,VMF,0.17402512054359875,0.030706742344919175,0.0001
0,VMF,4,wVMF,0.3657906630584183,0.037211592601359485,0.0004
0,VMF,4,true,0.17394936405209643,0.030695468350001635,0.0001
0,VMF,4,GMM,0.5538187529286399,0.07079310617662357,0.48979999999999996
0,VMF,4,GME,0.6728179035087558,0.03227231007083633,0.0001
0,VMF,4,VMF,0.17442575917785796,0.032178363894044625,0.0001
0,VMF,4,wVMF,0.38108119990995465,0.03622763057188303,0.0001
0,VMF,4,true,0.17437734467681182,0.032168658001144476,0.0001
0,VMF,4,GMM,0.6468835551053702,0.03172444225512805,0.6127
0,VMF,4,GME,0.7163310945679499,0.0314452457413151,0.0
0,VMF,4,VMF,0.1737318873870239,0.03128959762303908,0.0
0,VMF,4,wVMF,0.37769801408996545,0.03342367315737917,0.0
0,VMF,4,true,0.1736746734728995,0.03129565076303174,0.0
0,VMF,4,GMM,0.46829452879343664,0.06827395788293904,0.5513000000000001
0,VMF,4,GME,0.5841477986365116,0.0323772108157811,0.0001
0,VMF,4,VMF,0.1731526080371117,0.03225886067814069,0.0001
0,VMF,4,wVMF,0.393860781849659,0.041643505997199036,0.0009000000000000001
0,VMF,4,true,0.173093343238868,0.03225171656707303,0.0001
0,VMF,4,GMM,0.49349668034178534,0.04826398095163067,0.6634
0,VMF,4,GME,0.6363046353677906,0.03041317258317352,0.0001
0,VMF,4,VMF,0.17286918481175537,0.03027985665444735,0.0001
0,VMF,4,wVMF,0.3858636349769199,0.036877577425640844,0.0001
0,VMF,4,true,0.17281224213429763,0.030262142025302436,0.0002
0,VMF,4,GMM,0.45884723593590226,0.04549230945841641,0.6597
0,VMF,4,GME,0.601498530545853,0.03111633093420718,0.0
0,VMF,4,VMF,0.17206228745577792,0.031024029731572488,0.0
0,VMF,4,wVMF,0.40764625036128355,0.040087567627107995,0.0
0,VMF,4,true,0.17200332811538382,0.031009834143471866,0.0
0,VMF,4,GMM,0.559927916141998,0.06696172165293983,0.5002
0,VMF,4,GME,0.667392897561547,0.030721902356959086,0.0
0,VMF,4,VMF,0.17454587242042907,0.030621549302691075,0.0
0,VMF,4,wVMF,0.38021215679088016,0.034711045323284916,0.0
0,VMF,4,true,0.17446363620052088,0.0306114529535091,0.0
0,VMF,4,GMM,0.5979525162325148,0.07392072162979327,0.5123
0,VMF,4,GME,0.7086114694838505,0.03157773657538555,0.0
0,VMF,4,VMF,0.17362180347582262,0.031497824869665694,0.0
0,VMF,4,wVMF,0.37661465278200357,0.03372593306563561,0.0
0,VMF,4,true,0.17355519913410614,0.031478655179523335,0.0
0,VMF,4,GMM,0.5280475801825704,0.04392253864277941,0.6573
0,VMF,4,GME,0.6756119484073064,0.03158147462946401,0.0
0,VMF,4,VMF,0.17348549787104608,0.03147672046257015,0.0
0,VMF,4,wVMF,0.3775312849163035,0.03566494328272143,0.0
0,VMF,4,true,0.17339703579644533,0.03146178030881304,0.0
0,VMF,4,GMM,0.5125234431476502,0.04801890580965281,0.6542
0,VMF,4,GME,0.6582221625043105,0.03180306687822143,0.0
0,VMF,4,VMF,0.17342056219661886,0.031688350870265766,0.0
0,VMF,4,wVMF,0.39364651268089806,0.036813723029335256,0.0001
0,VMF,4,true,0.17336758280432613,0.03167294329752608,0.0
0,VMF,4,GMM,0.535254636045716,0.05066405841084254,0.6638
0,VMF,4,GME,0.6798780837504366,0.03005321864299389,0.0
0,VMF,4,VMF,0.2824200837907985,0.04873052405660784,0.37439999999999996
0,VMF,4,wVMF,0.3831047399613845,0.03317077575482616,0.0
0,VMF,4,true,0.17380534816502932,0.02998839367774638,0.0
0,VMF,4,GMM,0.5613564626110688,0.06592822184052144,0.5353
0,VMF,4,GME,0.6883859973505491,0.0311173124691339,0.0
0,VMF,4,VMF,0.17373036727218746,0.030982949700558992,0.0
0,VMF,4,wVMF,0.3763740689744311,0.03482214245130017,0.0
0,VMF,4,true,0.17366538935459977,0.030982805736515136,0.0
0,VMF,4,GMM,0.537092418928857,0.05950573092746113,0.5021000000000001
0,VMF,4,GME,0.6668015259971595,0.0317651742527202,0.0006000000000000001
0,VMF,4,VMF,0.1733875088494971,0.03167260714624478,0.0005
0,VMF,4,wVMF,0.3532317891988774,0.039015962536284574,0.0021000000000000003
0,VMF,4,true,0.17333711319992148,0.03165576581399021,0.0005
0,VMF,4,GMM,0.4633928953683686,0.05824694579022127,0.493
0,VMF,4,GME,0.5880371441681266,0.031401849784372195,0.0011
0,VMF,4,VMF,0.17358845370324613,0.03132420865648846,0.0012000000000000001
0,VMF,4,wVMF,0.37632710660672425,0.03939970347824099,0.0016
0,VMF,4,true,0.173510601323864,0.03130474633774339,0.0012000000000000001
0,VMF,4,GMM,0.49666427868307716,0.04501107766782349,0.6535
0,VMF,4,GME,0.6433590558388589,0.03334129485717931,0.0
0,VMF,4,VMF,0.17460873625677237,0.03324556076572251,0.0
0,VMF,4,wVMF,0.38900345990274604,0.039183723211233,0.0002
0,VMF,4,true,0.17455031103126745,0.03324028837590624,0.0
0,VMF,4,GMM,0.5690625175476665,0.05171326190583274,0.6489
0,VMF,4,GME,0.7084053626322677,0.03313104751542996,0.0
0,VMF,4,VMF,0.17275912805248006,0.03305102811261743,0.0
0,VMF,4,wVMF,0.3863986178950994,0.03682239849100729,0.0
0,VMF,4,true,0.17263564915342516,0.03301859837499503,0.0
0,VMF,4,GMM,0.4333070954814174,0.06048988186462386,0.6975999999999999
0,VMF,4,GME,0.5511190570399872,0.03181188014412538,0.0002
0,VMF,4,VMF,0.1735948412175472,0.03168855465323146,0.0002
0,VMF,4,wVMF,0.3979673438418783,0.044341709547530625,0.0002
0,VMF,4,true,0.17350750595368794,0.03167677253950284,0.0001
0,VMF,4,GMM,0.5352960368542508,0.06881759616491272,0.49190000000000006
0,VMF,4,GME,0.6268606793151056,0.03130685394289091,0.0001
0,VMF,4,VMF,0.17452691959133865,0.031252602136055664,0.0001
0,VMF,4,wVMF,0.40139837704882053,0.037311490546658894,0.0
0,VMF,4,true,0.17443425108695634,0.031231439531270444,0.0001
0,VMF,4,GMM,0.572131203575311,0.04775414420530762,0.6648
0,VMF,4,GME,0.7147572876991461,0.03110596177250789,0.0
0,VMF,4,VMF,0.2768925633336162,0.04881906367484321,0.3692000000000001
0,VMF,4,wVMF,0.36556295500486263,0.03370238289523815,0.0
0,VMF,4,true,0.17327625193834298,0.030992325943967763,0.0
0,VMF,4,GMM,0.5055568943886111,0.04871411295097281,0.6590999999999999
0,VMF,4,GME,0.6497831142692114,0.03142473409209558,0.0
0,VMF,4,VMF,0.17355019043919323,0.03133411140184372,0.0
0,VMF,4,wVMF,0.39893980326120737,0.03708545392975417,0.0
0,VMF,4,true,0.1734549214861807,0.031311811544896165,0.0
0,VMF,4,GMM,0.49143855662159525,0.04798318407129191,0.6592
0,VMF,4,GME,0.6381049434045671,0.03196576444715462,0.0
0,VMF,4,VMF,0.17434419780523736,0.03182273131677019,0.0
0,VMF,4,wVMF,0.4024407567116307,0.03790706374628174,0.0
0,VMF,4,true,0.1742715193250769,0.031816008030616495,0.0
0,VMF,4,GMM,0.5046911335629316,0.06791323383435337,0.49959999999999993
0,VMF,4,GME,0.6252425489221709,0.03204218561857565,0.0
0,VMF,4,VMF,0.25257174724490306,0.04613286660653647,0.37229999999999996
0,VMF,4,wVMF,0.4048118986027404,0.03969592728700866,0.0
0,VMF,4,true,0.17419487459274108,0.03191287244529694,0.0
0,VMF,4,GMM,0.5204299145822977,0.06678344495144951,0.499
0,VMF,4,GME,0.6478191354255721,0.030620978097495054,0.0
0,VMF,4,VMF,0.23654700263748488,0.041477555503593146,0.3789
0,VMF,4,wVMF,0.37671664850346537,0.035080172755932795,0.0
0,VMF,4,true,0.17366132567949372,0.03046472756780111,0.0
0,VMF,4,GMM,0.49750846384202474,0.0639206412521596,0.49219999999999997
0,VMF,4,GME,0.6173000649824677,0.03084223938708941,0.0001
0,VMF,4,VMF,0.17335577550597694,0.030769999008994686,0.0001
0,VMF,4,wVMF,0.39498448782873663,0.03807402627708886,0.0002
0,VMF,4,true,0.17330325728090662,0.03075363244880557,0.0001
0,VMF,4,GMM,0.5921004009557846,0.04866342315005857,0.6568
0,VMF,4,GME,0.7673298889692995,0.07429347628318461,0.36119999999999997
0,VMF,4,VMF,0.17344549625894023,0.03198121138134098,0.0
0,VMF,4,wVMF,0.3750609848994024,0.03416559190617955,0.0
0,VMF,4,true,0.17334782304252752,0.03197476746189995,0.0
0,VMF,4,GMM,0.4712451127917562,0.06292262529664328,0.5027999999999999
0,VMF,4,GME,0.5948491550116165,0.0327702742711647,0.0
0,VMF,4,VMF,0.17466720235164296,0.032666283996090055,0.0001
0,VMF,4,wVMF,0.40309059542673537,0.041658461418189366,0.0004
0,VMF,4,true,0.17461752741426287,0.032645708406694875,0.0002
0,VMF,4,GMM,0.5537638872315431,0.0532536496088014,0.6569
0,VMF,4,GME,0.6923602595846509,0.03241016536774644,0.0
0,VMF,4,VMF,0.17384608452635125,0.032297933330353565,0.0
0,VMF,4,wVMF,0.3810532507872397,0.035622933481231626,0.0
0,VMF,4,true,0.17378153446486086,0.032284455858833785,0.0
0,VMF,4,GMM,0.5210506282677592,0.04876652904586659,0.6629
0,VMF,4,GME,0.6639016212345304,0.029358679722436654,0.0
0,VMF,4,VMF,0.17393858499811907,0.029273074743239046,0.0
0,VMF,4,wVMF,0.37973547646489136,0.03285628215247641,0.0
0,VMF,4,true,0.17386427754100436,0.029260830004132283,0.0
0,VMF,4,GMM,0.5823289994732895,0.05218735864388221,0.6594000000000001
0,VMF,4,GME,0.7194613167468198,0.032315235997111745,0.0
0,VMF,4,VMF,0.1736320291342504,0.03218236627788598,0.0
0,VMF,4,wVMF,0.37183857115813373,0.034664267456526274,0.0
0,VMF,4,true,0.1735591887273386,0.032164322239786367,0.0
0,VMF,4,GMM,0.5277778193742146,0.06754612197335945,0.4946
0,VMF,4,GME,0.6180299207993015,0.03283811513674821,0.0002
0,VMF,4,VMF,0.23861898745310367,0.04541521587723536,0.3736
0,VMF,4,wVMF,0.40124150560783567,0.04091691405472584,0.00030000000000000003
0,VMF,4,true,0.17342869138393188,0.032720500220432644,0.0001
0,VMF,4,GMM,0.4811232518364861,0.06128944167911613,0.4959999999999999
0,VMF,4,GME,0.608080060526288,0.032381616775735124,0.0002
0,VMF,4,VMF,0.17403151785345372,0.032285253034819474,0.0001
0,VMF,4,wVMF,0.38486549802747877,0.04031536353711525,0.00030000000000000003
0,VMF,4,true,0.17395258498664656,0.032279535615616806,0.00030000000000000003
0,VMF,4,GMM,0.5789642725438495,0.0443347189117622,0.6588
0,VMF,4,GME,0.7225933883772446,0.0312925813598821,0.0
0,VMF,4,VMF,0.17469802303469573,0.031179453681486224,0.0
0,VMF,4,wVMF,0.3557147938188418,0.03409463281958754,0.0
0,VMF,4,true,0.17459996895310617,0.031157976961252016,0.0
0,VMF,4,GMM,0.5322842566951484,0.05138659214822531,0.6577999999999999
0,VMF,4,GME,0.6747867802618697,0.031928723429598606,0.0
0,VMF,4,VMF,0.17369441377831785,0.03183070145367478,0.0
0,VMF,4,wVMF,0.3755912806039965,0.03591921074400848,0.0001
0,VMF,4,true,0.17364492907243373,0.031825998325478146,0.0
0,VMF,4,GMM,0.5513717215996602,0.04341907092454538,0.6616000000000001
0,VMF,4,GME,0.700434430420789,0.031040083493334824,0.0
0,VMF,4,VMF,0.1734705748748661,0.030916878985796602,0.0
0,VMF,4,wVMF,0.36122237829715964,0.03374283603440168,0.0001
0,VMF,4,true,0.17335310136133106,0.03089250163523328,0.0
0,VMF,4,GMM,0.5520049149609104,0.06729700025090728,0.5056999999999999
0,VMF,4,GME,0.6796712050299872,0.03113012687296557,0.0
0,VMF,4,VMF,0.27398722803818876,0.04846822760475588,0.37120000000000003
0,VMF,4,wVMF,0.38566320677942023,0.03428674747013502,0.0
0,VMF,4,true,0.1737036201851895,0.03098041541490068,0.0
0,VMF,4,GMM,0.5023578058308275,0.0644512305566659,0.5006
0,VMF,4,GME,0.619184161180011,0.0313509989989877,0.0001
0,VMF,4,VMF,0.17380490955524489,0.031268444736642934,0.0001
0,VMF,4,wVMF,0.39500739312633754,0.03838384773165104,0.0001
0,VMF,4,true,0.1737061581882231,0.03124846187517345,0.0001
0,VMF,4,GMM,0.5109776600162147,0.04762273479547659,0.6632
0,VMF,4,GME,0.6576447213374348,0.03155027919191394,0.0
0,VMF,4,VMF,0.17312477116843397,0.03143483393279507,0.0
0,VMF,4,wVMF,0.3918477606705011,0.035867228488532396,0.0
0,VMF,4,true,0.1730578324824633,0.03142346485142081,0.0
0,VMF,4,GMM,0.519696059439401,0.04464770729582297,0.6597
0,VMF,4,GME,0.6688185768845696,0.030788715190334177,0.0
0,VMF,4,VMF,0.25367378645690153,0.04456439545566397,0.3718
0,VMF,4,wVMF,0.5455462055458057,0.06964516735383217,0.48950000000000005
0,VMF,4,true,0.1737345769624092,0.030668907195646244,0.0
0,VMF,4,GMM,0.534635794793376,0.05561094725801201,0.6649
0,VMF,4,GME,0.6722727142342534,0.032028295203388825,0.0
0,VMF,4,VMF,0.1725034648205649,0.031924765040013736,0.0
0,VMF,4,wVMF,0.393654872269495,0.035816591124880164,0.0
0,VMF,4,true,0.1724287299871719,0.031917905296528576,0.0
0,VMF,4,GMM,0.5480577708429346,0.0504513936238391,0.6582
0,VMF,4,GME,0.6892377821002216,0.031490825015242044,0.0
0,VMF,4,VMF,0.17422923427726394,0.031389406552767854,0.0
0,VMF,4,wVMF,0.38818172024863123,0.0344685021242214,0.0
0,VMF,4,true,0.17413143005478138,0.0313808670119069,0.0
0,VMF,4,GMM,0.5187404978002753,0.04077152152639381,0.6628999999999999
0,VMF,4,GME,0.6693135789758552,0.03118989255149161,0.0002
0,VMF,4,VMF,0.1726553267213465,0.031036072563238072,0.0002
0,VMF,4,wVMF,0.37131337281825233,0.036314308012906714,0.0002
0,VMF,4,true,0.17255724334518024,0.03101350276489301,0.0002
0,VMF,4,GMM,0.5164548045588493,0.06454710269619315,0.4997
0,VMF,4,GME,0.6099320074958451,0.032511673298101305,0.0006000000000000001
0,VMF,4,VMF,0.17324248111530136,0.03242773297855165,0.0006000000000000001
0,VMF,4,wVMF,0.3820743840858397,0.03991262645285377,0.0009000000000000001
0,VMF,4,true,0.17320994640540283,0.03242498795105632,0.0006000000000000001
0,VMF,4,GMM,0.4968184163848077,0.06805550976577665,0.5435000000000001
0,VMF,4,GME,0.6185297693755736,0.03236759455111847,0.0
0,VMF,4,VMF,0.17409851985380503,0.03227351200487591,0.0
0,VMF,4,wVMF,0.40364977980076217,0.039746964890172175,0.0
0,VMF,4,true,0.17404217018317103,0.03226326045788179,0.0
0,wVMF,4,GMM,0.5144012092499836,0.053221346120818046,0.6512
0,wVMF,4,GME,0.6572229790703108,0.032704932491087475,0.0
0,wVMF,4,VMF,0.17385249414824983,0.0325387053132021,0.0
0,wVMF,4,wVMF,0.39592165081557096,0.03813338439045579,0.0
0,wVMF,4,true,0.3564116043479085,0.03254762314905628,0.0
0,wVMF,4,GMM,0.4523964799781199,0.04756570125475486,0.6569
0,wVMF,4,GME,0.5948429923022354,0.03169411893152191,0.0001
0,wVMF,4,VMF,0.1735843792470742,0.03158665037038776,0.0001
0,wVMF,4,wVMF,0.40847094524699556,0.04105205686420893,0.0
0,wVMF,4,true,0.3618088422742816,0.03158754981276814,0.0001
0,wVMF,4,GMM,0.49594075066777454,0.06412681108449178,0.4993
0,wVMF,4,GME,0.6142548833780344,0.03147637581102496,0.0
0,wVMF,4,VMF,0.17462386840386765,0.03139336248167561,0.0
0,wVMF,4,wVMF,0.39880566286985497,0.03889067863847322,0.0
0,wVMF,4,true,0.3557024349144447,0.03138912942603285,0.0
0,wVMF,4,GMM,0.5782031938079243,0.0543690909317616,0.661
0,wVMF,4,GME,0.713601798844767,0.031114170320368985,0.0
0,wVMF,4,VMF,0.17396252944137505,0.03100644455815333,0.0
0,wVMF,4,wVMF,0.3737488390997477,0.03308949414898469,0.0
0,wVMF,4,true,0.33619931765627686,0.03101823616028997,0.0
0,wVMF,4,GMM,0.5778889709848845,0.05045122346040769,0.6508
0,wVMF,4,GME,0.7154207335262639,0.03266348588077253,0.0
0,wVMF,4,VMF,0.1737339966864806,0.03255646393562485,0.0
0,wVMF,4,wVMF,0.3786544020104051,0.0348370935286486,0.0
0,wVMF,4,true,0.34656906418470773,0.03256409439339616,0.0
0,wVMF,4,GMM,0.5272515912046201,0.0491274675163607,0.652
0,wVMF,4,GME,0.671021602496418,0.03306572319765241,0.0
0,wVMF,4,VMF,0.1737430490162875,0.032965392268832584,0.0
0,wVMF,4,wVMF,0.3943347018643508,0.038603923635224746,0.0
0,wVMF,4,true,0.35640619367836246,0.03296235382802194,0.0
0,wVMF,4,GMM,0.5171909198319378,0.05418234452415088,0.6588999999999999
0,wVMF,4,GME,0.6547227376896971,0.03217119033138073,0.0
0,wVMF,4,VMF,0.17464861398507708,0.03207270176603594,0.0
0,wVMF,4,wVMF,0.39822885269292724,0.037183180185388236,0.0
0,wVMF,4,true,0.35647182455921894,0.032090368225282745,0.0
0,wVMF,4,GMM,0.5663077386654776,0.06457215870772984,0.5315000000000001
0,wVMF,4,GME,0.688492700946138,0.031079449487700715,0.00030000000000000003
0,wVMF,4,VMF,0.29418883743984264,0.05162266728695543,0.3756
0,wVMF,4,wVMF,0.3756233258575518,0.035179637567906874,0.00030000000000000003
0,wVMF,4,true,0.3396812159185888,0.030932343564242244,0.00030000000000000003
0,wVMF,4,GMM,0.48773207040894795,0.06786533725256898,0.49139999999999995
0,wVMF,4,GME,0.6065457711291954,0.0480525282668918,0.36819999999999997
