model	rho	rep	v_recovery	parcel	kappa
MixVMF (K = 11, parcel kappa)	0.3	9	0.9966793060302734	8	15.911003112792969
MixVMF (K = 11, parcel kappa)	0.3	9	0.9966793060302734	9	14.939291000366211
MixVMF (K = 11, parcel kappa)	0.3	9	0.9966793060302734	10	15.902359008789062
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	0	14.099954605102539
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	1	0.883567214012146
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	2	13.87546157836914
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	3	15.44443130493164
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	4	13.693288803100586
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	5	13.836116790771484
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	6	16.41156005859375
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	7	15.877535820007324
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	8	14.860312461853027
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	9	14.55997371673584
MixVMF (K = 11, parcel kappa)	0.3	10	0.9948908686637878	10	14.572676658630371
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	0	15.1495943069458
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	1	13.597644805908203
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	2	15.019604682922363
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	3	15.46595287322998
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	4	14.622817039489746
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	5	15.047269821166992
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	6	13.482308387756348
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	7	13.955984115600586
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	8	14.879709243774414
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	9	14.996465682983398
MixVMF (K = 11, parcel kappa)	0.3	11	0.9953926205635071	10	0.5626373291015625
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	0	13.877047538757324
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	1	14.794593811035156
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	2	14.9345121383667
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	3	15.49537181854248
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	4	13.282135963439941
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	5	15.846933364868164
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	6	0.5067263841629028
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	7	15.436338424682617
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	8	15.328902244567871
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	9	15.587450981140137
MixVMF (K = 11, parcel kappa)	0.3	12	0.9957563281059265	10	15.98086166381836
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	0	14.790907859802246
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	1	15.224461555480957
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	2	15.831597328186035
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	3	14.933378219604492
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	4	14.22701358795166
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	5	14.942512512207031
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	6	14.588465690612793
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	7	14.598230361938477
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	8	14.48936939239502
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	9	15.02314567565918
MixVMF (K = 11, parcel kappa)	0.3	13	0.9962385296821594	10	0.5527331829071045
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	0	15.481797218322754
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	1	15.009286880493164
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	2	15.459117889404297
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	3	16.117603302001953
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	4	13.410529136657715
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	5	2.0329794883728027
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	6	14.579263687133789
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	7	14.275087356567383
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	8	16.434152603149414
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	9	2.649951219558716
MixVMF (K = 11, parcel kappa)	0.3	14	0.897826075553894	10	15.774625778198242
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	0	15.772071838378906
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	1	14.390829086303711
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	2	14.0140380859375
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	3	14.574131965637207
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	4	14.676749229431152
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	5	14.55472183227539
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	6	14.64626693725586
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	7	14.802770614624023
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	8	14.895233154296875
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	9	0.6129844784736633
MixVMF (K = 11, parcel kappa)	0.3	15	0.9953914880752563	10	14.736356735229492
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	0	15.071927070617676
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	1	16.418609619140625
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	2	15.886204719543457
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	3	13.824501991271973
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	4	2.515894651412964
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	5	15.771876335144043
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	6	15.349957466125488
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	7	12.806164741516113
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	8	15.738931655883789
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	9	14.995809555053711
MixVMF (K = 11, parcel kappa)	0.3	16	0.9634666442871094	10	2.258995532989502
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	0	15.466238975524902
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	1	15.359975814819336
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	2	15.367635726928711
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	3	15.92276382446289
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	4	14.044581413269043
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	5	15.160865783691406
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	6	14.088449478149414
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	7	14.913055419921875
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	8	0.6095780730247498
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	9	16.03152847290039
MixVMF (K = 11, parcel kappa)	0.3	17	0.9960330724716187	10	14.436948776245117
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	0	14.9412260055542
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	1	15.33505630493164
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	2	14.326462745666504
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	3	14.784709930419922
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	4	14.938974380493164
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	5	0.7274610996246338
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	6	14.891464233398438
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	7	14.305790901184082
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	8	14.68970775604248
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	9	14.442262649536133
MixVMF (K = 11, parcel kappa)	0.3	18	0.9961254000663757	10	14.553082466125488
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	0	14.264358520507812
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	1	16.144411087036133
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	2	15.167091369628906
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	3	14.94199275970459
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	4	16.2657413482666
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	5	15.670313835144043
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	6	15.534899711608887
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	7	0.5405420064926147
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	8	15.307792663574219
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	9	14.448189735412598
MixVMF (K = 11, parcel kappa)	0.3	19	0.9955406188964844	10	13.629547119140625
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	0	14.878655433654785
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	1	15.94297981262207
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	2	12.636726379394531
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	3	1.807571291923523
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	4	15.352349281311035
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	5	13.678295135498047
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	6	15.561226844787598
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	7	15.84707260131836
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	8	2.600679397583008
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	9	15.88851261138916
MixVMF (K = 11, parcel kappa)	0.4	0	0.9141685366630554	10	11.836224555969238
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	0	12.524157524108887
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	1	15.398360252380371
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	2	16.605926513671875
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	3	15.683503150939941
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	4	15.464557647705078
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	5	14.050862312316895
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	6	13.359546661376953
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	7	15.157617568969727
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	8	15.72391128540039
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	9	2.474635124206543
MixVMF (K = 11, parcel kappa)	0.4	1	0.9144003987312317	10	1.670872449874878
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	0	12.924348831176758
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	1	13.955102920532227
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	2	15.07446575164795
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	3	15.870535850524902
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	4	13.467796325683594
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	5	15.506141662597656
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	6	14.947074890136719
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	7	11.31225299835205
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	8	15.945009231567383
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	9	14.018402099609375
MixVMF (K = 11, parcel kappa)	0.4	2	0.9950909614562988	10	0.5885318517684937
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	0	14.06106185913086
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	1	13.577221870422363
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	2	13.788558006286621
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	3	14.741388320922852
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	4	14.531644821166992
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	5	14.919427871704102
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	6	15.917305946350098
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	7	0.6319434642791748
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	8	13.862321853637695
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	9	14.5136137008667
MixVMF (K = 11, parcel kappa)	0.4	3	0.996381402015686	10	13.301260948181152
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	0	15.907415390014648
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	1	14.650601387023926
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	2	14.174805641174316
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	3	14.88043212890625
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	4	2.137129783630371
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	5	14.559609413146973
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	6	15.019726753234863
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	7	2.155585765838623
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	8	13.585775375366211
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	9	14.846695899963379
MixVMF (K = 11, parcel kappa)	0.4	4	0.9212422370910645	10	13.7063627243042
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	0	0.6576328277587891
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	1	13.945310592651367
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	2	14.587568283081055
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	3	14.717308044433594
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	4	14.161725044250488
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	5	15.208414077758789
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	6	13.237309455871582
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	7	15.95876407623291
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	8	14.890161514282227
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	9	14.155192375183105
MixVMF (K = 11, parcel kappa)	0.4	5	0.9940904378890991	10	11.742003440856934
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	0	14.524230003356934
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	1	14.78597354888916
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	2	16.18779754638672
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	3	15.023419380187988
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	4	11.943400382995605
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	5	0.6407372355461121
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	6	14.826638221740723
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	7	15.035943031311035
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	8	14.581100463867188
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	9	14.26504135131836
MixVMF (K = 11, parcel kappa)	0.4	6	0.9952403903007507	10	15.863235473632812
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	0	2.1200318336486816
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	1	12.6339693069458
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	2	13.219438552856445
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	3	15.231260299682617
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	4	14.964845657348633
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	5	14.98775863647461
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	6	15.3566312789917
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	7	15.229901313781738
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	8	2.4118523597717285
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	9	13.885461807250977
MixVMF (K = 11, parcel kappa)	0.4	7	0.9238018989562988	10	14.994610786437988
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	0	16.231050491333008
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	1	14.476316452026367
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	2	15.017342567443848
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	3	15.349838256835938
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	4	14.862651824951172
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	5	2.007601261138916
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	6	2.3084640502929688
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	7	14.063331604003906
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	8	15.776778221130371
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	9	12.35162353515625
MixVMF (K = 11, parcel kappa)	0.4	8	0.9602349996566772	10	13.41671371459961
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	0	2.387474775314331
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	1	14.24228286743164
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	2	15.20240592956543
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	3	14.360456466674805
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	4	15.075122833251953
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	5	14.741520881652832
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	6	13.604557037353516
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	7	2.0442516803741455
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	8	11.420591354370117
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	9	14.64274787902832
MixVMF (K = 11, parcel kappa)	0.4	9	0.9249855279922485	10	14.968180656433105
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	0	14.329607963562012
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	1	13.693634986877441
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	2	15.71301555633545
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	3	15.553107261657715
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	4	14.282729148864746
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	5	2.1938915252685547
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	6	15.848869323730469
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	7	15.035194396972656
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	8	15.77068042755127
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	9	11.417263984680176
MixVMF (K = 11, parcel kappa)	0.4	10	0.8736249804496765	10	2.326582670211792
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	0	13.748574256896973
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	1	14.428163528442383
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	2	13.501285552978516
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	3	0.4527066648006439
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	4	14.036133766174316
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	5	12.828134536743164
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	6	13.716894149780273
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	7	15.940309524536133
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	8	16.595928192138672
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	9	13.448678016662598
MixVMF (K = 11, parcel kappa)	0.4	11	0.9956938028335571	10	16.97623634338379
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	0	2.5546927452087402
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	1	14.88806438446045
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	2	1.7628660202026367
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	3	13.052886009216309
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	4	15.649698257446289
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	5	15.27974796295166
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	6	14.002737045288086
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	7	16.222551345825195
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	8	14.579994201660156
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	9	14.448390007019043
MixVMF (K = 11, parcel kappa)	0.4	12	0.8816190958023071	10	13.681471824645996
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	0	12.966944694519043
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	1	15.714502334594727
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	2	14.55112075805664
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	3	13.125229835510254
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	4	2.3269715309143066
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	5	15.772764205932617
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	6	1.856539249420166
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	7	13.931450843811035
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	8	14.495003700256348
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	9	13.137044906616211
MixVMF (K = 11, parcel kappa)	0.4	13	0.9196555018424988	10	14.856139183044434
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	0	14.97615909576416
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	1	13.921283721923828
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	2	16.234146118164062
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	3	2.5801780223846436
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	4	15.187409400939941
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	5	13.663304328918457
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	6	1.7787256240844727
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	7	16.156545639038086
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	8	15.22119140625
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	9	15.389911651611328
MixVMF (K = 11, parcel kappa)	0.4	14	0.8889907598495483	10	12.931151390075684
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	0	14.7201509475708
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	1	11.458569526672363
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	2	16.276927947998047
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	3	14.285484313964844
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	4	2.1896965503692627
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	5	14.686799049377441
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	6	14.853572845458984
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	7	14.775642395019531
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	8	16.4223575592041
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	9	2.126676082611084
MixVMF (K = 11, parcel kappa)	0.4	15	0.9392682909965515	10	13.831558227539062
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	0	15.77827262878418
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	1	2.472910165786743
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	2	15.157391548156738
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	3	15.058489799499512
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	4	2.2714946269989014
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	5	14.925676345825195
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	6	14.094072341918945
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	7	15.378101348876953
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	8	11.955619812011719
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	9	14.770285606384277
MixVMF (K = 11, parcel kappa)	0.4	16	0.9263901710510254	10	15.753355979919434
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	0	15.019719123840332
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	1	15.139497756958008
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	2	1.8214426040649414
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	3	14.290176391601562
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	4	16.21023941040039
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	5	15.830418586730957
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	6	13.378231048583984
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	7	14.596182823181152
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	8	2.491462230682373
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	9	14.331926345825195
MixVMF (K = 11, parcel kappa)	0.4	17	0.9329104423522949	10	16.089385986328125
MixVMF (K = 11, parcel kappa)	0.4	18	0.9951192736625671	0	11.693901062011719
MixVMF (K = 11, parcel kappa)	0.4	18	0.9951192736625671	1	15.272178649902344
MixVMF (K = 11, parcel kappa)	0.4	18	0.9951192736625671	2	16.295827865600586
MixVMF (K = 11, parcel kappa)	0.4	18	0.9951192736625671	3	0.8259876370429993
MixVMF (K = 11, parcel kappa)	0.4	18	0.9951192736625671	4	13.568029403686523
MixVMF (K = 11, parcel kappa)	0.4	18	0.9951192736625671	5	12.42397689819336
